_NAME_;_MODEL_;_SKU_
МОП МикроСпид Плюс 50см Комби Спид VILEDA;31-0410;31-0410
Ершик для туалета Svip напольный с подставкой;31-0440;31-0440
"Комплект Svip ""Практик"": щётка, совок на длинной ручке";31-0448;31-0448
Сгон для стёкол  с прорезиненной ручкой 45 см;31-0460;31-0460
Губка металлическая Textop 80 г;31-0471;31-0471
Совок для мусора Svip Практик, пластиковый;31-0480;31-0480
Тачка садовая 1-колесная 80 л (в комплекте: рама, кузов, одно колесо);31-0499;31-0499
Салфетка из микрофибры Textop Mega, 40х40 см;31-0522;31-0522
Тележка уборочная на 2 Вёдра по 17 л, с механическим отжимом, корзиной и держателем для мусорного мешка;31-0536;31-0536
Салфетка из микрофибры  30х30 см, зеленая;31-0568;31-0568
Табурет-стремянка, h=45 см серый;31-0593;31-0593
"Коврик ячеистый, грязесборный Vortex ""Профи"" 100х150 см, 22 мм";31-0648;31-0648
Двухсторонняя алюминиевая стремянка Alumet, 2 ступени;31-0654;31-0654
Насадка МОП плоский 40х13 см, карман, акрил;31-0726;31-0726
Насадка МОП плоский 60х13 см, карман, акрил;31-0727;31-0727
Насадка МОП плоский 80х13 см, карман, акрил;31-0728;31-0728
Насадка МОП Кентукки 350 г, хлопок;31-0731;31-0731
Насадка МОП Кентукки 400 г, хлопок;31-0732;31-0732
Насадка МОП плоский, 40х13 см, универсальный, микрофибра, белый;31-0737;31-0737
Насадка МОП 40х13 см, плоский, универсальный, микрофибра, желтая полоса;31-0741;31-0741
Насадка МОП 50х14 см, плоский, карман, микрофибра, желтая полоса;31-0742;31-0742
Насадка МОП Дуэт, плоский 40х13 см, универсальный, хлопок+микрофибра;31-0743;31-0743
Насадка МОП плоский 40х13 см, универсальный, микрофибра, мягкий абразив;31-0744;31-0744
Насадка МОП плоский 50х14 см, универсальный, микрофибра, мягкий абразив;31-0745;31-0745
Насадка МОП плоский 40х13 см, универсальный, микрофибра, жесткий абразив;31-0746;31-0746
Насадка МОП плоский 50х14 см, универсальный, микрофибра, жесткий абразив;31-0747;31-0747
Насадка МОП плоский 40х13 см, универсальный, хлопок;31-0748;31-0748
Насадка МОП 40х15 см, плоский, универсальный, хлопок;31-0749;31-0749
Насадка МОП плоский 60х13 см, карман, хлопок;31-0752;31-0752
Лопата для снега, пластиковая с накладкой, 512х408 мм, с рукояткой;31-0757;31-0757
Салфетка из микрофибры  30х30 см, красная;31-0761;31-0761
Салфетка из микрофибры  30х30 см, синяя;31-0762;31-0762
Ведро 6 л с клипсами цветного кодирования Vileda (красные, желтые, зеленые, синие клипсы по 2 шт).;31-0820;31-0820
Губки для мытья посуды ТЕТ поролоновые, 80х50х25 мм, 10 штук в упаковке;31-0829;31-0829
Губка для мытья посуды Textop спиральная металлическая 40 г;31-0840;31-0840
Губка металлическая York MAX стальная 32 г, в коробке 100 штук.;31-0842;31-0842
Насадка МОП 50х14 см, плоский, универсальный, хлопок пробивной;31-0856;31-0856
Насадка МОП Трио 40х13 см, плоский, уши, микрофибра/хлопок, в коробке 100 штук;31-0931;31-0931
Насадка МОП Дуэт, плоский 50х14 см, универсальный, хлопок+микрофибра;31-0932;31-0932
Салфетка из микрофибры  30х30 см, желтая;31-0933;31-0933
Комплект Лентяйка (совок и щётка на длинных ручках);31-0969;31-0969
Губки для мытья посуды TETEX, профильные поролоновые, 85х65x41 мм, 3 штуки в упаковке;31-0992;31-0992
Вантуз;31-1002;31-1002
Ершик для мытья бутылок York, 0,25 л;31-1004;31-1004
Ткань для пола (холстопрошивное полотно белое), 50х80 см, белая строчка 5 мм;31-1018;31-1018
Ведро 25 л для тележек, красное;31-1019;31-1019
Ведро 25 л для тележек, синее;31-1020;31-1020
Тряпка для пола 50х80 см, микрофибра, зеленая;31-1025;31-1025
Тряпка для пола 50х80 см, микрофибра, голубая;31-1044;31-1044
Совок металлический вертикальный большой;31-1047;31-1047
Вафельное полотно, ширина 40 см,  в рулоне 50 м, плотность 105 г/м2;31-1063;31-1063
Сгон для стёкол  с прорезиненной ручкой 35 см;31-1079;31-1079
Салфетка Vileda ПВА микро, 35х38 см, красная, 5 штук в упаковке;31-1112;31-1112
Тряпка для пола 50х80 см, микрофибра, красная;31-1124;31-1124
Тряпка для пола, 50х80 см, микрофибра, желтый *50;31-1147;31-1147
Ведро пластиковое Svip Классика с крышкой, 10 л;31-1157;31-1157
Салфетка Vileda Бризи, желтая, 36х35 см, 25 шт в упаковке;31-1176;31-1176
Салфетка Vileda ПВА микро, 35х38 см, зеленая, 5 штук в упаковке;31-1177;31-1177
Ткань для пола Textop 60х70 см, микрофибра;31-1232;31-1232
Салфетка прорезиненная Textop, 15х15 см, 3 штуки в упаковке;31-1317;31-1317
Салфетка Vileda ПВА микро, 35х38 см, желтая, 5 штук в упаковке;31-1331;31-1331
Губка ТЕТ профильная с абразивом, 130х65х44 мм, без упаковки, 100 штук в коробке;31-1339;31-1339
Салфетка Микроспан 34х40 см, зеленая;31-1349;31-1349
Тряпка для пола нетканая, для швабры, 60х80 см, 3-слойная;31-1362;31-1362
Салфетка Vileda МикронКвик 38х40 см, голубая;31-1381;31-1381
Ведро пластиковое Svip Классика без крышки, синее, 12 л;31-1387;31-1387
Салфетка Vileda МикронКвик 38х40 см, красная, 5 штук в упаковке;31-1388;31-1388
Тряпка для швабры UNICUM IDEAL 50х70см *30;31-1400;31-1400
Губка ТЕТ профильная с абразивом, 150х90х45 мм, без упаковки;31-1410;31-1410
Комплект совок с метлой с длинной рукояткой, желтый;31-1425;31-1425
Комплект совок с метлой с длинной рукояткой, зелёный;31-1426;31-1426
Комплект совок с метлой с длинной рукояткой, синий;31-1427;31-1427
Комплект совок с метлой с длинной рукояткой, красный;31-1428;31-1428
"Контейнер для мусора Svip с педалью ""Квадра"" 15 л";31-1449;31-1449
Корзина для мусора металлическая низкая черная;31-1456;31-1456
Салфетка Vileda МикронКвик 38х40 см, зеленая, 5 штук в упаковке;31-1483;31-1483
Урна 250 перфорированная черная;31-1486;31-1486
Сменная резинка для сгонов для стёкол в рулоне, 105 см;31-1489;31-1489
Ведро пластиковое 10 л, без крышки, с мерной шкалой, желтое;31-1499;31-1499
Ведро пластиковое 10 л, без крышки, с мерной шкалой, синее;31-1500;31-1500
Ведро пластиковое 10 л, без крышки, с мерной шкалой, зеленое;31-1501;31-1501
Ведро пластиковое 10 л, без крышки, с мерной шкалой, красное;31-1502;31-1502
Губка меламиновая Tetex «Чудо губка»,  2 штуки в упаковке;31-1503;31-1503
Ткань для пола (холстопрошивное полотно белое оверложенное), 60х80 см;31-1512;31-1512
Ведро уборочное с отжимом для шубок 20 л;31-1515;31-1515
Движок для снега пластиковый 750х550 мм, с накладкой;31-1583;31-1583
Салфетка Vileda МикронКвик 38х40 см, желтая, 5 штук в упаковке;31-1608;31-1608
Салфетки жесткие ТЕТ, абразивные, 13,5х13,3 см, 5 штук в упаковке;31-1620;31-1620
Насадка МОП плоский 50х14 см, универсальный, микрофибра, белый;31-1629;31-1629
Лопата для снега алюминиевая 1-бортная 500х375х1,5 мм, с накладкой, без черенка 40 мм;31-1652;31-1652
Держатель мопов пластиковый универсальный, синий, 40х11 см;31-1725;31-1725
Держатель мопов пластиковый универсальный, зелёный, 40х11 см;31-1726;31-1726
Держатель мопов пластиковый универсальный, желтый, 40х11 см;31-1727;31-1727
Держатель мопов пластиковый универсальный, красный, 40х11 см;31-1728;31-1728
Салфетка Микроспан 34х40 см, белая;31-1752;31-1752
Коврик ячеистый, грязезащитный Vortex 40х60 см, 12 мм;31-1772;31-1772
Супер-тряпка UNICUM Gold, 25х21 см, в рулоне 150 листов;31-1775;31-1775
Салфетка Микроспан 34х40 см, красная;31-1815;31-1815
Салфетка из микрофибры, 40х40 см, 320 гр/м, синяя;31-1839;31-1839
Салфетка из микрофибры, 40х40 см, 320 гр/м, красная;31-1840;31-1840
Урна для мусора, хромированная, d=250, h=602 мм, 30 л;31-1845;31-1845
Марля, нестерильная, отрез 10 метров, ширина 90 см;31-1858;31-1858
Марля 0,9х5 метров;31-1859;31-1859
Губка Vileda мягкая (белый абразив) 7х15 см, зеленая 10 штук в упаковке;31-1883;31-1883
Лопата для снега, №6 пластиковая с накладкой, 385х380 мм, с рукояткой;31-1951;31-1951
Урна металлическая, черная;31-1979;31-1979
Салфетка вискозная хозяйственная Optiline, 30х34 см, 3 штуки в упаковке, зеленая;31-1992;31-1992
Ведро металлическое оцинкованное 12 л;31-2003;31-2003
Ведро металлическое оцинкованное, 9 л;31-2005;31-2005
Ведро круглое пластиковое без крышки, 5 л;31-2007;31-2007
Рукоятка 140 см алюминиевая, красный;31-2043;31-2043
Контейнер 5 л с крышкой пластиковый прозрачный;31-2088;31-2088
Губка меламиновая Textop 3 штуки в упаковке;31-2137;31-2137
Салфетка EasyWork 24х30 см, универсальная, в рулоне 100 штук;31-2153;31-2153
Ведро пластиковое SVIP Классика 13 л,  с отжимом;31-2159;31-2159
Коврик ячеистый, грязесборный Vortex 50х80 см, 16 мм;31-2167;31-2167
"Коврик ячеистый, грязесборный Vortex ""Профи"" 40х60 см, 22 мм";31-2168;31-2168
"Коврик ячеистый, грязесборный Vortex ""Профи"" 80х120 см, 22 мм";31-2169;31-2169
Коврик Vortex влаговпитывающий, ребристый  40х60 см, чёрный;31-2171;31-2171
Коврик Vortex влаговпитывающий, ребристый  40х60 см, синий;31-2173;31-2173
Коврик Vortex влаговпитывающий, ребристый  120х150 см, серый;31-2187;31-2187
"Коврик Vortex ""Профи"" грязе- и влагозащитный  120х150 см, серый";31-2191;31-2191
Ведро пластиковое Svip Классика прямоугольное без крышки, 13 л;31-2193;31-2193
Контейнер для мусора СВИНГ с плавающей крышкой, 9 л;31-2195;31-2195
Контейнер для мусора СВИНГ с плавающей крышкой 15 л;31-2196;31-2196
Крышка для контейнера Vileda Гео с отверстием для бумаги, синий;31-2197;31-2197
Ведро МОП c отжимом Svip Ориджинал 12 л, с носиком для слива, небесный;31-2198;31-2198
Метелка антистатическая большая;31-2201;31-2201
Моющий пылесос Karcher Puzzi 10/1;31-2203;31-2203
Комплект для уборки пола (швабра+ведро с отжимом) голубой;31-2205;31-2205
Комплект для уборки York: ведро, встроенный отжим, вращающийся круглый моп, плоский моп, рукоятка;31-2206;31-2206
Тележка уборочная пластиковая 2 Вёдра по 25 л, с отжимом;31-2210;31-2210
Губка профильная с синим абразивом для ванной VILEDA поролоновая 165х130мм*44;31-2216;31-2216
Зеркало настенное 50х50 см;31-2236;31-2236
Зеркало настенное 60х80 см;31-2237;31-2237
Салфетка из микрофибры, 40х40 см, 320 г/м, зелёный;31-2265;31-2265
Салфетка из микрофибры, 40х40 см, 320 г/м, желтый;31-2266;31-2266
Контейнер для мусора 19 л, с педалью;31-2303;31-2303
Губка для посуды спиральная Textop, нержавеющая сталь, 15 гр;31-2313;31-2313
Ерш бутылочный York;31-2389;31-2389
Урна металлическая для раздельного сбора мусора трехсекционная 80 л х 3;31-2401;31-2401
Урна для сбора батареек, 13,5 л;31-2409;31-2409
Салфетка универсальная Vileda, 35х50 см, голубая, 25 штук;31-2436;31-2436
Сгон для пола York, мягкий с двойной резинкой, 55 см;31-2445;31-2445
Салфетка из микрофибры, 40х40 см, синяя *300;31-2456;31-2456
Салфетка из микрофибры 40х40 см, зелёный *300;31-2457;31-2457
Салфетка из микрофибры 40х40 см, красная;31-2458;31-2458
Салфетка из микрофибры 40х40 см, желтая *300;31-2459;31-2459
Ведро пластиковое SVIP, 7 литров, с крышкой, классика, 10 штук;31-2463;31-2463
Салфетка вискозная для пола, 50х60 см *50;31-2465;31-2465
Веник пластиковый Практик Svip, аквамарин;31-2511;31-2511
Совок Svip Классика антрацит, пластиковый, с высокой ручкой;31-2512;31-2512
МОП плоский, 40х13 см, карманы, микрофибра+хлопок;31-2582;31-2582
Комплект совок с крышкой и метлой с длинной рукояткой, зелёный;31-2616;31-2616
Комплект совок с крышкой и метлой с длинной рукояткой, красный;31-2617;31-2617
Комплект совок с крышкой и метлой с длинной рукояткой, желтый;31-2618;31-2618
Комплект совок с крышкой и метлой с длинной рукояткой, синий;31-2619;31-2619
Салфетки губчатые Optiline, 15х15 см, 3 штук в упаковке;31-2665;31-2665
Комплект для уборки VILEDA УльтраСпид Про, необходимый минимум;31-2760;31-2760
Держатель мопов пластик универсальный, 50х13 см, синий;31-2761;31-2761
Держатель мопов, пластик, универсальный, 50х13 см, желтый *24 (мопы-31-0751,31-0856,31-0932 рукоятки 31-2017);31-2762;31-2762
Держатель мопов, пластик, универсальный, 50х13 см, зелёный *24 (мопы-31-0751,31-0856,31-0932, рукоятки 31-2017);31-2763;31-2763
Держатель мопов, универсальный, пластик, 50х13 см, красный;31-2764;31-2764
Салфетки York, 25х22,5 см, универсальные, тисненые, в рулоне, 100 л/рул;31-2772;31-2772
Зажим для мопа Кентукки красный;31-2784;31-2784
Зажим для мопа Кентукки синий;31-2785;31-2785
Зажим для мопа Кентукки зелёный;31-2786;31-2786
Зажим для мопа Кентукки желтый;31-2787;31-2787
Ткань для пола нетканая, ХПП, серая, 0,8х50 м, 200гр/м2;31-2816;31-2816
Ткань для пола нетканая, ХПП, белая, 0,8х50м, 200гр/м2;31-2819;31-2819
Контейнер для раздельного сбора мусора, 25 л, пластик, смешанные отходы;31-2826;31-2826
Контейнер для раздельного сбора мусора, 25 л, пластик, смешанные отходы *4;31-2827;31-2827
Контейнер пластиковый 50 л, для сбора бумажных отходов FANTOM;31-2828;31-2828
Контейнер пластиковый 50 л, для сбора стеклянных отходов FANTOM;31-2829;31-2829
Контейнер пластиковый 50 л, для сбора батареек FANTOM;31-2830;31-2830
Контейнер пластиковый 80 л, для сбора стаканчиков FANTOM;31-2831;31-2831
Контейнер пластиковый 50 л, для сбора пластиковых отходов FANTOM;31-2832;31-2832
Губка металлическая Optiline, 30 г;31-2837;31-2837
Губка металлическая Optiline, 40 г;31-2838;31-2838
Распылитель Оазис, 1 л *30;31-2879;31-2879
Моп Vileda УльтраСпид Трио Плюс плоский, микрофибра+вискоза+полиэстер, 40х14 см;31-2882;31-2882
Распылитель 0,5л*30;31-2883;31-2883
Салфетка микрофибра 30х30см МикроТафф Изи Vileda,50шт/уп.,синий;31-2890;31-2890
Салфетка Vileda МикроТафф Изи, микрофибра, красный, 30х30 см, в упаковке 50 штук;31-2891;31-2891
Салфетка микрофибра 30х30см МикроТафф Изи Vileda, зелёный, 50 шт/уп.;31-2892;31-2892
МОП Vileda Микро Плюс УльтраСпид Про плоский, уши, микрофибра с черным абразивом, 40 см;31-2898;31-2898
Ведро с отжимом УльтраСпид 10 л мини, зелёный VILEDA;31-2903;31-2903
Моп плоский Vileda УльтраСпид Сэйф 40 см, ремни, микрофибра, жесткий абразив;31-2909;31-2909
Моп Vileda МикроПлюс КомбиСпид плоский универсальный, микрофибра с жестким абразивом, 40 см;31-2910;31-2910
Моп Vileda Контракт УльтраСпид Про, плоский 40 см, ремни, хлопок;31-2911;31-2911
Моп Vileda УльтраСпид Микро Пур плоский, ремни, микрофибра, 40х14 см;31-2912;31-2912
Моп Vileda УльтраСпид Микро Лайт Макси плоский, ремни, микрофибра с абразивом, 40 см;31-2913;31-2913
Полотенце из микрофибры Белая Кветка, 40х60 см *20;31-2937;31-2937
Салфетки AZUR 25х22.5см универсальные в рулоне, 140л/рул.*18;31-2947;31-2947
Салфетка универсальная Vileda, 35х50 см, красная, 25 штук;31-2951;31-2951
Салфетка универсальная Vileda, 35х50 см, жёлтая, 25 штук;31-2952;31-2952
Салфетка универсальная Vileda, 35х50 см, зелёная, 25 штук;31-2953;31-2953
Моп плоский Vileda ТриоПлюс КомбиСпид Про 50см, универсальный, полиэстэр+хлопок+микрофибра;31-2962;31-2962
"Веник Сорго"" 300 г";31-3002;31-3002
Метла березовая, заготовка (без черенка);31-3003;31-3003
Метла York Сорго;31-3016;31-3016
Веник Люкс 400 г;31-3022;31-3022
Метла пластиковая №10 круглая с черенком;31-3024;31-3024
Коврик влаговпитывающий ребристый Vortex Trip, 50х80 см, чёрный, 10 штук;31-3052;31-3052
Коврик влаговпитывающий ребристый Vortex Trip, 40х60 см, чёрный, 15 штук;31-3054;31-3054
Полотенце ваф. в рул. ш 0,4х50м 130 гр/м.кв;31-3055;31-3055
Комплект для уборки СЕТ ХЭНДИ York, 4 штуки;31-3061;31-3061
Коврик влаговпитывающий ребристый Vortex Trip, 60х90 см, чёрный, 10 штук;31-3097;31-3097
Коврик влаговпитывающий ребристый Vortex Trip, 90х120 см, чёрный, 8 штук;31-3133;31-3133
Полотенце вафельное 40х80 см, 150 г/кв.м, белое, 10 штук;31-3144;31-3144
Ткань вафельная в отрезе 40х80 см, 130 г/кв.м.;31-3145;31-3145
МОП Кентукки, 350 г, хлопок+вискоза, 15 штук;31-3192;31-3192
Окномойка с телескопической рукояткой SVIP, 150 см, 40 штук в коробке;31-3261;31-3261
Ёрш туалетный Стиль Ориджинал SVIP, белый, 25 штук;31-3262;31-3262
Ёрш туалетный Стиль Ориджинал SVIP, чёрный, 25 штук;31-3263;31-3263
Ёрш для унитаза Svip, закрытый, пластик, с подставкой, металлизированный;31-3265;31-3265
Комплект щётка и совок Ленивка SVIP, 46 штук в коробке;31-3267;31-3267
Рукоятка алюминиевая 130 см, диаметр 23,5 мм, зеленая, 50 штук;31-3279;31-3279
Ведро пластиковое без крышки Bali, 10 литров, светло-голубое;31-3301;31-3301
Тачка садовая 1-колесная 85 литров (в комплекте: рама, кузов оцинкованный, одно пн.колесо);31-3302;31-3302
Салфетка хозяйственная Optiline, 30x34 см, вискоза, розовая, 3 штуки в упаковке;31-3374;31-3374
Салфетка хозяйственная Optiline, 30x34 см, вискоза, желтая, 3 штуки;31-3375;31-3375
Губки бытовые  для мытья посуды Optiline, 95х65х25 мм, поролоновые, 5 штук;31-3378;31-3378
Губки для мытья посуды Optiline 95х65х33 мм, поролоновые, 5 штук;31-3379;31-3379
Рукоятка алюминиевая 140 см, диаметр 23,5 мм, желтая, 50 штук;31-3381;31-3381
Рукоятка алюминиевая 140 см, диаметр 23,5 мм, синяя, 50 штук;31-3383;31-3383
Рукоятка алюминиевая 140 см, диаметр 23,5 мм, красная, 50 штук;31-3384;31-3384
Совок для мусора c резинкой Sicilia, пластиковый, светло-голубой, 30 штук;31-3414;31-3414
Совок для мусора Sicilia, пластиковый, светло-голубой, 30 штук;31-3415;31-3415
Ведро пластиковое с крышкой, 10 литров, светло-голубое;31-3417;31-3417
Тачка садовая оцинкованная, 2-х колесная, 85 литров, с пневманическим колесом;31-3444;31-3444
Движок для снега алюминиевый с П-образной ручкой, 755х410х1,5 мм;31-4004;31-4004
Ледоруб-топор;31-4005;31-4005
Лопата для снега оцинкованная, без черенка, 360х380 мм;31-4012;31-4012
Тачка садовая 2-х колесная оцинкованная 85 л;31-4019;31-4019
Знак «Мокрый пол», на русском языке;31-4022;31-4022
Движок для снега алюминиевый 100х48 см с накладкой на болтах;31-4023;31-4023
Лом, диаметр 25 мм, длина 1300 мм;31-4037;31-4037
Скребок-ледоруб без черенка;31-4056;31-4056
Стремянка 3 ступени;31-5005;31-5005
Стальная стремянка Alumet, 4 ступени;31-5006;31-5006
Стремянка, 5 ступеней;31-5007;31-5007
Стальная стремянка Alumet, 7 ступеней;31-5009;31-5009
Тележка уборочная металлическая на 1 ведро, 25 литров, с отжимом;31-6002;31-6002
Тележка уборочная металлическая на 2 Вёдра по 25 литров, с отжимом;31-6004;31-6004
Ведро с отжимом Vileda УльтраСпид 25 л, на платформе с колесиками;31-6019;31-6019
Ведро на колесах 20 л, 2 отделения, с механическим отжимом;31-6032;31-6032
Вертикальный отжим для уборочной тележки на 1 ведро;31-6038;31-6038
Насадка МОП York XXL, 250 гр;31-7025;31-7025
Насадка МОП Vileda Контракт КомбиСпид, плоский, универсальный, хлопок, 40 см;31-7029;31-7029
Моп плоский Vileda Контракт Плюс КомбиСпид Про, универсальный, хлопок, 50 см;31-7030;31-7030
Рукоятка Vileda Эволюшен, телескопическая, алюминиевая, 2х125 см;31-7042;31-7042
Рукоятка Vileda Эволюшен телескопическая алюминиевая, 2х200 см;31-7043;31-7043
Склиз для стёкол Vileda Эволюшен, 45 см;31-7051;31-7051
Ручка для держателей и сгонов Vileda Хай-Спид телескопическая, 100-180 см;31-7100;31-7100
Держатель мопов пластиковый, серый, 40х11 см;31-7116;31-7116
Насадка МОП York MEGA Bianco 140 г;31-7120;31-7120
Насадка МОП Кентукки 300 г, микрофибра;31-7129;31-7129
Насадка МОП для швабры Vileda Супер-моп Антибак;31-7131;31-7131
Насадка МОП 50х14 см, плоский, карман, микрофибра, желтая полоса;31-7132;31-7132
Насадка МОП Vileda УльтраСпид Мини Микро Лайт 34 см;31-7134;31-7134
Телескопическая ручка Vileda УльтраСпид Мини 84-144 см;31-7135;31-7135
Сгон для пола, мягкий, с двойной резинкой 55 см;31-7159;31-7159
Держатель мопов пластиковый, чёрный, 50х13 см;31-7198;31-7198
Насадка МОП 40х13 см, плоский, универсальный, микрофибра, красная полоса;31-7200;31-7200
Держатель для шубки пластиковый 35 см;31-7206;31-7206
Держатель мопов Vileda Кентукки пластиковый;31-7218;31-7218
Держатель мопов, металлический, серый, 80х10 см;31-7234;31-7234
Держатель мопов металлический серый 60х10 см;31-7236;31-7236
Держатель мопов, металлический, серый, 40х10 см;31-7238;31-7238
Рукоятка Svip пластиковая с резьбой, 120 см;31-7239;31-7239
Рукоятка Vileda Эволюшен телескопическая алюминиевая, 3х200 см;31-7244;31-7244
Сгон для пола, мягкий, с двойной резинкой 75 см;31-7248;31-7248
Насадка МОП Vileda ДастМоп, 60 см, серый;31-7253;31-7253
Держатель Vileda ДастМоп металлик, 60 см;31-7268;31-7268
"Комплект York ""Лень"": щётка, совок с резинкой и длинными ручками";31-8003;31-8003
Совок для мусора  металлический;31-8007;31-8007
Совок-ловушка для мусора металлический;31-8012;31-8012
Совок пластиковый с крышкой на колесах+щётка;31-8039;31-8039
Совок Vileda Леголенд с закрывающейся крышкой;31-8078;31-8078
Жесткая щётка Vileda Эко, 30 см, зелёный;31-8083;31-8083
Пакет фасовочный ПВД, 25х40 см, 30 мкм, в упаковке 500 штук, в коробке 5000 штук;32-0004;32-0004
Пакет фасовочный ПВД, 30х40 см, 30 мкм, в упаковке 500 штук, в коробке 4000 штук;32-0009;32-0009
Пакет фасовочный ПНД 40х60 см, 9 мкм, в упаковке 100 штук, в коробке 2500 штук;32-0281;32-0281
Пакет фасовочный, 30х40 см, 8 мкм, зелёный, в рулоне 500 штук;32-0311;32-0311
Пакет фасовочный ПНД 10+8х27 см, 7 мкм, евроблок, 1000 штук в упаковке, 10000 штук в коробке;32-1066;32-1066
Пакет фасовочный Optiline, ПНД, 24х37 см, 8 мкм, евроблок, 1000 штук в упаковке, 10000 штук в коробке;32-2005;32-2005
Пакет фасовочный Optiline, 30х40 см, 8 мкм, евроблок, 1000 штук;32-2015;32-2015
"Пакет фасовочный ""Экстра"", 24х37 см, ЭКО, 1000 штук";32-2018;32-2018
Пакет фасовочный Optiline Экстра, 24х37 см, 12 мкм;32-2020;32-2020
"Пакет фасовочный Optiline ""Экстра"", 30х40 см, 12 мкм, в упаковке 500 штук";32-2026;32-2026
Пакет фасовочный 24х37 см, 8мкм, в рулоне 500 штук;32-3003;32-3003
Пакет фасовочный 25х40 см, 8 мкм, в рулоне 500 штук;32-3004;32-3004
Пакет фасовочный ПНД в рулоне, 30х40 см, 8 мкм, 500 штук в рулоне, в коробке 10000 штук;32-3007;32-3007
Пакет фасовочный, 25х40 см, 9 мкм, в рулоне 200 штук;32-3022;32-3022
Пакет фасовочный, ПНД, 20х30 см, в рулоне 500 штук;32-3030;32-3030
Пакет фасовочный ПНД, 30х40 см, в рулоне 500 штук;32-3034;32-3034
Пакет фасовочный, ПНД,  рулон, 24х37 см, 500 штук;32-3040;32-3040
Пакет фасовочный Optiline, ПНД, 24х37 см, 12 мкм, евроблок, 500 штук в упаковке, 7000 штук в коробке;32-4002;32-4002
Пакет фасовочный Optiline, 22х26 см, 7 мкм, евроблок, 1000 штук;32-4006;32-4006
Пакет фасовочный Optiline, ПНД, 14+8х32 см, 7 мкм, евроблок, 1000 штук в упаковке, 10000 штук в коробке;32-4007;32-4007
Пакет фасовочный Optiine, ПНД, 14+8х35 см, 7 мкм, евроблок, 1000 штук в упаковке, 10000 штук в коробке;32-4008;32-4008
Пакет фасовочный Optiline, ПНД, 14+8х38 см, 7 мкм, евроблок, 1000 штук в упаковке, 10000 штук в коробке;32-4009;32-4009
Пакет фасовочный Optiline, ПНД, 18+8х35 см, 7 мкм, евроблок, 1000 штук в упаковке, 10000 штук в коробке;32-4012;32-4012
Пакет фасовочный Optiline, 25х40 см, 8 мкм, евроблок, 1000 штук;32-4022;32-4022
Пакет фасовочный Optiline, ПНД, 14+8х26см, евроблок, 1000 штук;32-4036;32-4036
Пакет фасовочный Optiline, ПНД, 14+8х32 см, евроблок, 1000 штук;32-4037;32-4037
Пакеты фасовочные Optiline, ПНД, 14+8х38 см, 7мкм, 1000 штук;32-4039;32-4039
Пакет фасовочный Optiline, ПНД, 26х35 см, евроблок, 1000 штук;32-4041;32-4041
Пакеты фасовочные Optiline, ПНД, 32х40 см, 7 мкм, 1000 штук;32-4044;32-4044
"Пакет фасовочный ПНД 24х37 см, спайка ""календарь"", 1000 штук в упаковке, 5000 штук в коробке";32-4045;32-4045
Пакет фасовочный ПНД 50х70 см, 8 мкм, в упаковке 100 штук, в коробке 2500 штук;32-5011;32-5011
Пакет фасовочный ПНД 80х100 см, 10 мкм, в упаковке 1000 штук;32-5038;32-5038
Салфетка York вискозная, 35х35 см, 3 штуки в упаковке;33-0005;33-0005
Губка кухонная профилированная York, 3 штуки в упаковке, 9х7х4,3 см;33-0010;33-0010
Полотенца бумажные Tork Advanced 2-слойные рулон 143 м ширина 19,5 см;33-0019;33-0019
Салфетка York прорезиненная, 17,5х15,5 см, 3 шт/уп *150;33-0024;33-0024
Губка металлическая York MEGA стальная 40 г;33-0028;33-0028
Губка металлическая York для тефлона;33-0030;33-0030
Губка для мытья посуды York Мaxi, 5 штук в упаковке, 10х7х3 см;33-0034;33-0034
Губка для мытья посуды York Maxi спиральная металлическая, 27 гр;33-0055;33-0055
Губка для мытья посуды York Mini спиральная металлическая, 15 гр.;33-0056;33-0056
Губка Vileda зелёный абразив, 7x15 см;33-0064;33-0064
Салфетка Vileda Бризи, зеленая, 36х35 см, 25 шт в упаковке;33-0067;33-0067
Губка профильная Vileda с системой ПурАктив поролоновая голубая, 140х63х45 мм;33-0068;33-0068
Салфетка Textop вискозная, 35х35 см, 3 штуки в упаковке;33-0069;33-0069
Очищающая спираль Vileda Инокс металлическая, 40 г;33-0072;33-0072
Меламиновая губка Vileda МираКлин 12x7,5 см, 8 штук в упаковке;33-0073;33-0073
Губка профильная Vileda с системой ПурАктив поролоновая красная, 140х63х45 мм;33-0076;33-0076
Губка Vileda зелёный абразив, 9,5x7 см;33-0077;33-0077
Губка ТЕТ профильная с абразивом, 130х65х44 мм;33-0085;33-0085
Губка ТЕТ профильная с абразивом, 150х90х45 мм;33-0086;33-0086
Салфетка из микрофибры Чистюля 35,5х40 см (1 шт);33-0091;33-0091
Салфетки вискозные Тextop 30х35 см, 6 штук в упаковке;33-0100;33-0100
Губки для посуды с абразивом Тет, 95х65х33 мм, 5 штук в упаковке;33-0109;33-0109
Губка Vileda чёрный абразив 7х15 см, 10 штук в упаковке;33-0119;33-0119
Салфетка универсальная Vileda, 38х40 см, голубая;33-0126;33-0126
Салфетки жесткие ТЕТ абразивные, 9х13 см, 3 штуки в упаковке;33-0141;33-0141
Супер-тряпка UNICUM ECONOM, 25х44 см, в рулоне 70 листов;33-0142;33-0142
